"Intent","Id","DisplayName","AppName","AppId"
"available","575a4b09-9199-4c95-ab03-be769c990c03","SG-INTUNE-APP-PROD-Devices","TextExpander","16412d31-7944-444b-b571-8e8b45393da9"
"uninstall","cf291472-b3fa-4282-aabb-00f117d2831b","SG-INTUNE-APP-TOTAL-REMOVAL","TextExpander","16412d31-7944-444b-b571-8e8b45393da9"
